Datum;dH [mm];dH [mm];dH [mm];dH [mm];dH [mm];dH [mm];dH [mm];dH [mm];dH [mm];dH [mm];dH [mm];dH [mm];dH [mm];dH [mm];dH [mm];dH [mm];dH [mm];dH [mm];dH [mm];dH [mm];dH [mm];dH [mm];dH [mm];dH [mm];dH [mm];dH [mm];dH [mm];dH [mm];dH [mm];dH [mm];dH [mm];dH [mm];dH [mm];dH [mm];dH [mm];dH [mm];dH [mm];dH [mm];dH [mm];dH [mm];dH [mm];dH [mm];dH [mm];dH [mm];dH [mm];dH [mm];dH [mm];dH [mm];dH [mm];dH [mm];dH [mm];dH [mm];dH [mm];dH [mm];dH [mm];dH [mm];dH [mm];dH [mm];dH [mm];dH [mm];dH [mm];dH [mm];
06.02.2024 11:55;-2.2557;-2.4267;-1.9037;-1.6577;-2.6277;-1.8047;0.2320;-0.0900;-0.8367;-3.2597;-0.0110;-0.8450;0.7060;2.0310;4.2120;1.8180;-0.0616;2.7963;1.7286;4.3443;1.1363;5.4223;3.1033;3.5613;2.6693;1.2733;-1.0787;3.4703;-1.6517;-1.7487;-0.7097;-2.5367;0.0000;-1.6097;-1.4587;-1.1947;-2.4607;-0.5877;0.2870;0.0400;-0.4857;-3.2797;1.4460;1.3260;0.3490;1.2870;1.5170;-2.3695;-2.1830;-0.5050;3.5401;0.9752;7.8633;3.5593;5.1993;5.4843;2.4793;1.7283;-1.3947;-2.1057;-0.2447;-1.5927;
06.02.2024 11:50;-2.0625;-2.0735;-1.7835;-1.4325;-2.2175;-1.4505;0.5430;0.2660;-0.5775;-3.0615;0.4020;-0.4900;0.7480;2.3550;4.5510;2.2600;0.3801;3.2376;2.1709;4.7765;1.8575;5.7725;3.2435;4.1215;3.0605;2.0935;-0.7045;4.2835;-1.1305;-1.8475;-0.8715;-2.2935;0.0000;-1.3315;-1.2305;-0.8735;-2.2305;-0.2215;0.7730;0.2070;-0.2135;-3.2275;1.8300;1.6320;0.6890;1.6360;1.9180;-2.3393;-1.6670;-0.0800;3.9815;1.4164;8.3195;3.4745;5.3445;5.9095;3.1075;3.0025;-1.2045;-1.9175;-0.1235;-1.3725;
06.02.2024 11:45;-2.7090;-3.0210;-2.1670;-2.0260;-2.9750;-2.2940;0.4100;0.0410;-1.3920;-3.8070;0.1830;-0.6150;1.2410;1.5320;4.4800;2.0220;0.1464;3.0013;1.9325;4.5420;2.0350;5.4500;3.1190;3.8430;3.3880;1.6720;-1.4100;3.8400;-2.2890;-2.1940;-1.5980;-2.9750;0.0000;-1.9990;-1.6250;-1.5960;-3.0310;-0.9340;0.6580;0.5790;-0.9080;-3.8450;1.6670;1.6780;0.9210;1.4690;1.7900;-2.3524;-1.8690;-0.3300;3.7443;1.1534;7.9710;3.0190;5.5510;6.0040;2.9380;2.6350;-1.8230;-2.5670;-1.1460;-2.1910;
06.02.2024 11:40;-2.1791;-2.2131;-1.9081;-1.6841;-2.6061;-1.8081;0.2070;0.4420;-0.9091;-3.4601;0.1040;-0.7080;0.8920;1.9170;4.3950;1.9630;0.0766;2.9406;1.8735;4.4789;1.3859;5.4819;3.1299;3.5119;3.1689;1.3389;-1.3851;3.7149;-1.5961;-2.5701;-0.9841;-2.4951;0.0000;-1.4651;-1.5511;-1.1001;-2.5241;-0.4981;0.2160;0.0870;-0.4791;-3.2561;1.5170;1.4770;0.2660;1.3840;1.7530;-2.3537;-1.8910;-0.3700;3.6851;1.1002;7.9409;3.1189;5.0589;5.4509;3.0119;2.1199;-1.3971;-2.0321;-0.4131;-1.6271;
06.02.2024 11:35;-2.6500;-2.5930;-2.4720;-2.1180;-3.0760;-2.2350;0.3910;-0.1230;-1.3610;-3.8750;0.1210;-0.5090;0.6760;2.0130;4.4380;1.8910;0.0117;2.8683;1.8012;4.4140;2.1200;5.6720;3.4470;4.1360;3.2080;2.2280;-0.9900;3.5230;-1.9980;-3.3130;-1.0640;-2.8890;0.0000;-1.9160;-1.8400;-1.6120;-2.9270;-1.0350;0.8390;-0.1140;-0.8770;-3.9140;1.6090;1.3970;0.3260;1.4600;1.8530;-2.3452;-1.9700;-0.4160;3.6134;1.0388;8.4360;3.8240;5.4840;5.9660;3.3050;2.3160;-1.8330;-2.4600;-0.6020;-2.0390;
06.02.2024 11:30;-2.4431;-2.6101;-2.1881;-1.5101;-2.7581;-1.9511;0.3350;-0.4470;-1.0891;-3.4691;0.0650;-0.6250;1.1090;1.8360;4.5370;1.9120;0.0219;2.8904;1.8224;4.4299;2.2789;5.6179;3.1039;4.2809;3.3559;2.2529;-1.3361;3.8749;-1.6541;-2.3191;-0.8841;-2.7351;0.0000;-1.7541;-1.7081;-1.2531;-2.7581;-0.7081;0.3810;-0.5090;-0.6171;-3.4821;1.5710;1.3400;0.5890;1.5120;1.8120;-2.3533;-2.0330;-0.4040;3.6337;1.0562;8.2499;3.5169;5.2459;5.6279;2.7689;2.1659;-1.5871;-1.7381;-0.6521;-1.7681;
06.02.2024 11:25;-2.2048;-2.2198;-1.9558;-1.6918;-2.6158;-1.6358;0.4180;0.0400;-0.7148;-3.1648;0.3590;-0.4420;0.8450;1.9400;4.5890;2.2750;0.3868;3.2536;2.1848;4.7902;2.3172;5.9392;3.5902;4.1332;3.5252;2.3242;-1.2038;3.9182;-1.0768;-1.7598;-0.4878;-2.4538;0.0000;-1.4898;-1.5548;-1.1488;-2.6108;-0.3528;0.8760;0.3500;-0.4488;-3.1548;1.8140;1.5880;0.9600;1.6020;1.9810;-2.3357;-1.5990;-0.0280;3.9962;1.4256;8.7072;4.0322;5.8872;5.7952;3.0372;2.1682;-1.2248;-1.3538;0.1212;-1.6138;
06.02.2024 11:20;-1.7183;-1.7733;-1.6293;-1.1783;-2.2413;-1.2423;0.2680;-0.1150;-0.2903;-2.8723;0.3790;-0.3590;0.5670;1.9150;4.7050;2.0360;0.1463;3.0148;1.9469;4.5617;2.3037;5.9797;3.4577;4.2217;3.6647;1.5067;-0.5223;3.5587;-1.0373;-1.3813;-0.8483;-1.9443;0.0000;-1.0663;-1.0433;-0.6393;-2.1943;-0.0173;0.9100;-0.1020;-0.0133;-2.9773;1.7190;1.5520;0.8620;1.6280;2.0590;-2.3287;-1.8750;-0.3420;3.7578;1.2038;8.5467;3.3637;5.9247;6.0357;3.5357;1.8587;-0.8383;-1.3033;0.7857;-1.1313;
06.02.2024 11:15;-1.8600;-1.9660;-1.6370;-1.4990;-2.4110;-1.3950;0.1610;0.1960;-0.5260;-3.1510;0.0280;-0.7510;0.8000;1.4680;4.4830;2.1930;0.3020;3.1708;2.1027;4.7140;2.2300;5.8730;3.8160;4.4420;3.2000;1.5390;-0.2430;4.2250;-1.2580;-1.7870;-0.0430;-2.2560;0.0000;-1.1920;-1.2720;-0.9250;-2.2520;-0.2270;0.5190;-0.0260;-0.2190;-3.0140;1.4800;1.4970;0.2540;1.3280;1.7270;-2.3655;-1.7570;-0.1670;3.9147;1.3286;8.6160;3.9360;5.7410;6.0100;3.4110;3.1210;-1.1260;-1.4440;0.3420;-1.3280;
06.02.2024 11:10;-1.8857;-1.9907;-1.6767;-1.2457;-2.2127;-1.5167;-0.0770;-0.4600;-0.5237;-3.0347;-0.2420;-1.0440;-0.0600;1.5540;4.1810;1.5390;-0.3516;2.5169;1.4501;4.0603;1.5933;5.5113;3.0593;3.5993;2.7533;1.4793;-1.1307;3.5843;-1.0377;-1.4947;-0.5957;-2.1577;0.0000;-1.2237;-1.2167;-0.7107;-2.2977;-0.2577;-0.1710;0.0510;-0.1297;-2.9377;1.1820;1.2060;0.3550;1.0170;1.4660;-2.3883;-2.3740;-0.7900;3.2608;0.7098;8.0873;3.3483;5.3623;5.8283;2.8193;1.1863;-0.9997;-1.7187;0.1723;-1.2767;
06.02.2024 11:05;-1.1559;-1.4699;-1.1339;-0.6579;-1.4699;-0.7339;0.1590;0.1460;0.2151;-2.3759;0.1570;-0.7200;0.8470;1.7070;4.3120;2.0700;0.1766;3.0471;1.9800;4.5881;1.5101;5.0891;3.2641;3.9821;3.3001;1.5621;-0.7109;4.3331;-0.4219;-0.9869;-0.2709;-1.4319;0.0000;-0.4909;-0.5789;-0.0589;-1.5789;0.4261;0.6170;0.2210;0.5181;-2.4089;1.5140;1.2980;0.7290;1.3390;1.7170;-2.3679;-1.8620;-0.3260;3.7918;1.2228;8.1861;3.6391;4.6091;5.4201;2.7321;2.0901;-0.4699;-0.8749;0.5571;-0.5389;
06.02.2024 11:00;-2.0466;-2.0706;-1.7696;-1.5826;-2.5796;-1.5646;-0.1990;-0.4940;-0.6576;-3.1476;-0.0580;-0.9600;0.9930;1.5930;4.1950;1.9140;0.0237;2.8958;1.8251;4.4484;1.9224;5.4544;3.0784;4.2514;3.2274;1.4364;-1.1816;4.2774;-1.1806;-2.8006;-0.8336;-2.2296;0.0000;-1.3316;-1.3046;-1.1336;-2.4386;-0.3926;0.2970;-0.1360;-0.3646;-3.4196;1.2700;1.1640;0.6580;1.1290;1.4600;-2.3860;-2.0020;-0.3880;3.6367;1.0944;8.2164;3.8634;4.8324;5.7714;2.8724;2.5014;-1.1366;-1.7896;-0.3406;-1.4596;
06.02.2024 10:55;-0.9042;-0.9402;-0.6512;-0.2312;-1.2092;-0.3062;0.1910;-0.0750;0.6658;-1.9502;0.3410;-0.4930;1.1210;2.0270;4.6540;2.3730;0.4747;3.3524;2.2839;4.8968;2.4448;5.9298;3.8598;4.4258;3.6588;1.9568;-0.3882;3.7228;-0.1632;-0.6312;0.7818;-1.2222;0.0000;-0.2202;0.0108;0.2148;-1.1472;1.0088;0.7820;0.3800;0.9278;-2.0452;1.9150;1.1940;0.9770;1.5930;1.9520;-2.3337;-1.5120;0.0710;4.0946;1.5336;8.4628;4.1538;5.6658;6.2268;3.5238;2.4428;-0.1262;-0.7872;0.7818;-0.2322;
06.02.2024 10:50;-2.5113;-2.6043;-2.3353;-1.9673;-2.7953;-1.9503;-0.3510;-0.8280;-1.0823;-3.6833;-0.3980;-1.2190;0.2940;1.4310;3.9330;1.3620;-0.5386;2.3428;1.2726;3.8837;1.6967;5.2817;2.6637;3.7697;3.4437;1.2587;-1.6903;3.7377;-1.8643;-2.5173;-1.3053;-2.8583;0.0000;-1.8003;-1.8883;-1.4663;-2.8093;-0.8343;-0.1360;-0.7890;-0.8163;-3.6823;1.1730;0.8740;0.2430;0.7350;1.2220;-2.4132;-2.6500;-0.9430;3.0838;0.5324;7.8507;3.0657;4.7167;5.2687;2.8937;2.4167;-1.6973;-2.0733;-0.9083;-1.9843;
06.02.2024 10:45;-1.5718;-1.7728;-1.3308;-0.9478;-1.8328;-1.1478;0.0530;0.2300;-0.2148;-2.4798;-0.0370;-0.8880;-0.0830;1.5290;4.3280;1.2690;-0.6325;2.2485;1.1806;3.7972;1.6792;4.8242;2.8052;3.4982;3.2222;1.0132;-0.9638;3.3752;-0.9118;-2.0888;-0.0568;-1.7898;0.0000;-0.8728;-0.9578;-0.4278;-2.0108;0.1412;0.4400;0.3280;0.1312;-2.4978;1.5890;1.1960;-0.0250;1.0570;1.4890;-2.3789;-2.6190;-1.0440;2.9913;0.4442;7.8912;2.9012;4.5242;5.3832;2.6112;1.5812;-0.7798;-1.4528;0.5452;-0.9498;
06.02.2024 10:40;-1.4223;-1.5783;-0.9863;-0.6533;-1.7283;-0.8953;-0.2360;-0.3830;-0.0103;-2.3973;-0.3540;-1.1280;0.2120;1.4170;3.9460;1.5170;-0.3617;2.4972;1.4286;4.0477;1.4147;5.0517;2.2697;3.1307;3.0307;1.4537;-0.9683;3.6387;-0.9733;-1.2753;-0.1933;-1.6563;0.0000;-0.7043;-0.6613;-0.2163;-1.7103;0.3197;0.3110;-0.2470;0.3277;-2.5503;1.3060;1.1170;-0.0370;0.9600;1.2710;-2.4037;-2.4020;-0.7890;3.2394;0.6980;7.5277;2.6407;4.4667;4.9147;2.9327;1.5497;-0.6633;-1.2193;0.2237;-0.8953;
06.02.2024 10:35;-1.8673;-1.8383;-1.5023;-1.2403;-2.1783;-1.2173;-0.2490;-0.6070;-0.2983;-2.6823;-0.5120;-1.1680;0.6760;1.5740;3.9780;1.7090;-0.1717;2.6888;1.6200;4.2287;1.5107;5.1257;2.7797;3.5067;3.1357;1.4047;-0.8753;3.9487;-0.5183;-2.0943;-0.5063;-2.0733;0.0000;-1.2083;-1.1603;-0.6793;-1.8253;0.0197;0.1260;-0.8090;-0.0583;-2.7673;1.3350;0.9110;0.2620;1.0300;1.1650;-2.4051;-2.1530;-0.6420;3.4313;0.8504;7.8527;3.5527;4.2907;5.5007;3.1227;2.3317;-0.9453;-1.6623;-0.0183;-1.1683;
06.02.2024 10:30;-1.6521;-1.6381;-1.2661;-1.0311;-1.9271;-1.0551;-0.1160;-0.7480;-0.4421;-2.9021;-0.4110;-1.1540;0.3720;1.3000;3.8750;1.7760;-0.1021;2.7559;1.6866;4.2959;2.0299;5.3799;2.7919;4.0339;3.6769;1.3309;-0.7321;3.6479;-0.3971;-0.8051;-0.1831;-1.7781;0.0000;-0.9511;-0.7791;-0.5331;-1.8791;-0.0561;0.3200;-0.6870;0.1259;-2.7291;1.2310;0.7980;-0.2870;0.9540;1.1100;-2.4167;-2.1300;-0.5730;3.4980;0.9180;8.1719;3.3879;4.6549;5.3509;3.1039;2.1359;-0.6361;-1.5531;0.2849;-0.9421;
06.02.2024 10:25;-2.9468;-3.0298;-2.6718;-2.4338;-3.3548;-2.4658;0.0420;-1.0240;-1.6218;-4.0418;-0.2650;-1.0480;0.2760;1.1530;4.0730;1.3200;-0.5651;2.2993;1.2308;3.8322;1.3692;4.7652;2.4502;3.4062;2.4002;0.7642;-1.7818;3.1142;-1.9818;-3.0858;-1.6898;-3.1218;0.0000;-2.2428;-2.2408;-1.8898;-3.2228;-1.2698;0.1790;-0.4630;-1.2708;-4.0578;1.0840;0.8490;0.1390;0.9300;1.2070;-2.4186;-2.6040;-1.0560;3.0413;0.4544;7.6102;3.0332;4.5672;5.3932;2.6242;1.8542;-2.0548;-2.7088;-1.1668;-2.2648;
06.02.2024 10:20;-1.8520;-2.0310;-1.5140;-1.1990;-2.1010;-1.2310;0.3510;-0.6220;-0.3650;-2.8380;0.1410;-0.6430;0.5350;1.7720;4.4080;2.1140;0.2371;3.0927;2.0249;4.6300;2.4890;6.0760;3.5610;4.6370;3.4810;2.4100;-1.1400;4.5930;-1.6230;-2.1120;-0.5860;-2.0170;0.0000;-1.1540;-1.2850;-0.7060;-2.0320;-0.0960;0.3430;-0.2940;-0.1410;-2.9540;1.3170;1.2650;0.3440;1.3020;1.6290;-2.3648;-1.7500;-0.2570;3.8359;1.2316;8.7080;4.1280;4.9320;6.0920;3.4180;2.1870;-0.8730;-1.6340;-0.0140;-1.0790;
06.02.2024 10:15;-3.1670;-3.2540;-2.7700;-2.6450;-3.8810;-2.8100;0.0080;-0.6160;-1.9990;-4.5000;-0.0070;-0.7500;1.1140;1.8190;4.4250;1.6010;-0.2758;2.5789;1.5111;4.1130;1.5550;5.7460;3.2590;3.9910;2.8560;1.1760;-1.7740;3.4990;-2.6080;-2.8870;-1.6590;-3.4120;0.0000;-2.4750;-2.4780;-2.3520;-3.8900;-1.6260;-0.0400;-0.3660;-1.5710;-4.2750;1.2480;1.3240;0.3250;1.3620;1.6340;-2.3690;-2.3610;-0.8050;3.3223;0.7294;8.1260;4.1580;4.7940;5.0180;2.6900;2.2100;-2.3550;-2.6350;-1.0770;-2.6250;
06.02.2024 10:10;-4.0825;-3.7345;-3.8995;-3.4295;-4.4095;-3.6205;-0.3760;-1.7670;-2.7755;-5.3195;-0.4810;-1.2100;-0.4620;1.2150;3.8070;1.1220;-0.7525;2.1005;1.0320;3.6385;1.3745;4.8055;2.6025;3.3085;2.6715;1.1295;-2.1005;3.2575;-3.3095;-3.3595;-2.6215;-4.2255;0.0000;-3.2825;-3.2895;-3.0265;-4.4225;-2.4845;-0.2760;-0.9150;-2.3025;-5.0895;0.7410;0.7520;0.3820;0.7910;1.1900;-2.4172;-2.7460;-1.2500;2.8437;0.2470;7.5935;2.5755;4.6535;5.4115;2.4135;1.2315;-3.2295;-3.9295;-1.9915;-3.3975;
06.02.2024 10:05;-2.7519;-2.7489;-2.3299;-2.0629;-3.0629;-2.1479;0.1820;-0.2110;-1.2749;-3.8859;0.0800;-0.6960;0.9320;1.6590;4.4170;2.1970;0.2980;3.1753;2.1072;4.7151;1.9251;5.8411;3.2821;4.3111;2.9451;1.8371;-1.0309;3.9101;-1.8229;-2.7929;-1.5829;-2.9119;0.0000;-2.0869;-1.9629;-1.7459;-2.9839;-1.0319;0.4790;0.1860;-0.9669;-3.8399;1.3540;1.2320;0.5120;1.3620;1.6740;-2.3676;-1.6380;-0.2670;3.9188;1.3328;8.1551;3.5291;5.6431;5.6511;3.1611;1.8641;-1.9549;-1.9519;-0.7519;-2.0589;
06.02.2024 10:00;-2.5512;-2.2862;-2.3452;-1.7442;-2.7292;-1.9282;-0.6100;-1.1430;-1.0842;-3.5022;-0.6910;-1.3900;-0.1690;0.9520;3.7100;1.3280;-0.5531;2.3084;1.2393;3.8528;1.7168;5.6848;3.2608;4.3678;3.2368;1.6758;-1.1472;3.8018;-1.7212;-2.9402;-1.4882;-2.7282;0.0000;-1.8842;-1.7792;-1.3712;-2.8342;-0.6972;-0.5210;-0.7390;-0.8272;-3.5772;0.5690;0.9090;-0.7850;0.5510;0.9460;-2.4424;-2.5460;-1.1470;3.0502;0.4458;8.0908;3.5178;5.7658;5.8018;3.2228;2.3168;-1.7192;-2.0912;-0.1772;-1.9362;
06.02.2024 09:55;-2.8184;-2.7674;-2.5654;-2.2324;-3.1214;-2.4364;0.1970;-0.0080;-1.4804;-3.9204;0.0660;-0.6270;0.3650;1.6970;4.5060;2.0770;0.1918;3.0559;1.9890;4.6016;2.1106;5.6986;3.5116;4.1266;2.8166;1.1606;-1.2654;3.9306;-1.8964;-3.0294;-1.5634;-3.0094;0.0000;-2.1414;-2.1884;-1.8404;-3.1294;-1.1974;0.3780;-0.0290;-1.1304;-3.9214;1.3540;1.6520;0.5100;1.2610;1.6270;-2.3645;-1.8130;-0.3760;3.7987;1.1910;8.2956;3.4376;5.2486;5.2466;2.6816;2.3366;-1.9634;-2.2404;-0.8984;-2.2754;
06.02.2024 09:50;-1.5728;-1.5338;-0.9548;-0.8868;-2.0448;-0.9978;0.5270;-0.5240;-0.3568;-2.6828;0.5290;-0.1440;0.6550;2.1930;4.9510;2.3570;0.4805;3.3359;2.2680;4.8792;2.4822;6.2082;3.4852;3.9872;3.2842;1.7222;-0.2708;3.7262;-1.1308;-1.5278;-0.1858;-1.9368;0.0000;-1.0338;-0.7308;-0.5008;-1.9888;0.1552;1.1840;0.3020;0.1912;-2.7388;1.8470;1.7900;1.2480;1.7930;2.1280;-2.3202;-1.5330;-0.0580;4.0788;1.4790;8.4822;3.0862;5.9052;5.8622;3.3372;2.5352;-0.8108;-1.1038;0.3812;-1.0338;
06.02.2024 09:45;-1.8734;-1.9504;-1.3954;-1.2264;-2.3894;-1.4634;0.0160;-0.1920;-0.6854;-3.0784;0.2370;-0.5360;1.0050;2.1670;4.7000;1.9040;0.0186;2.8823;1.8150;4.4246;2.4346;5.8746;3.7976;4.5286;3.8356;2.0806;-0.3624;4.1186;-1.0844;-1.7744;-0.7504;-2.1294;0.0000;-1.2394;-1.1694;-0.8214;-2.3384;-0.3194;0.2810;-0.5500;-0.2254;-3.1024;1.4930;1.6330;1.0290;1.5200;1.8310;-2.3567;-1.9500;-0.4970;3.6261;1.0226;8.6336;4.2006;5.6696;5.9526;3.5086;2.9606;-1.1214;-1.5514;-0.0294;-1.2744;
06.02.2024 09:40;-1.6972;-1.7422;-1.4682;-1.0682;-2.0132;-1.2422;0.6140;-0.0760;-0.3172;-2.6522;0.3330;-0.4350;1.3790;2.0620;4.6270;2.4700;0.5782;3.4511;2.3818;5.0008;3.3608;6.9458;4.1208;5.0548;3.6828;2.0658;-0.2172;4.9468;-0.8022;-2.1802;-0.0092;-1.8852;0.0000;-1.1362;-0.9692;-0.6962;-1.9252;-0.1232;0.0620;-0.0980;-0.0592;-2.7492;1.4300;1.6950;0.5210;1.4560;1.8080;-2.3510;-1.4490;0.0750;4.1918;1.6086;9.2538;4.2008;6.8448;6.8978;4.0358;2.8158;-0.9192;-1.6812;-0.0762;-1.0692;
06.02.2024 09:35;-1.5917;-1.5857;-1.2657;-0.7977;-1.8177;-0.9087;-0.1570;-0.4150;-0.1317;-2.5327;-0.0150;-0.7960;0.6370;1.7690;4.4650;2.0450;0.1656;3.0238;1.9563;4.5703;2.0353;6.1213;3.5963;4.3093;3.8453;2.2693;-0.5517;4.2923;-0.6897;-0.9367;-0.4147;-1.6387;0.0000;-0.9247;-0.8557;-0.4357;-1.8837;0.2743;0.1610;-0.0350;0.1683;-2.5097;1.2990;1.2530;0.5690;1.3710;1.6150;-2.3698;-1.8820;-0.2800;3.7667;1.1884;8.6203;3.6623;5.8503;6.3523;3.1983;2.9373;-0.5047;-0.9917;-0.1797;-0.8177;
06.02.2024 09:30;-3.5687;-3.6557;-3.5517;-3.1887;-4.1117;-3.2207;-0.3660;-1.5230;-2.2737;-4.6957;-0.5850;-1.3030;-0.1220;1.0560;3.8740;1.3990;-0.4862;2.3771;1.3105;3.9213;1.0363;5.0773;3.0223;3.5393;2.5163;0.7193;-1.8177;3.1253;-2.9107;-3.5477;-2.0597;-3.8257;0.0000;-3.0717;-3.0887;-2.7107;-4.0077;-2.0817;-0.3590;-0.2370;-2.0197;-4.7317;0.7590;0.9100;0.0080;0.7250;0.9970;-2.4328;-2.4820;-0.9920;3.1207;0.5314;7.6783;2.6593;4.6723;4.9263;2.4443;1.3583;-2.7677;-3.1657;-1.6497;-2.9787;
06.02.2024 09:25;-2.0669;-2.1599;-1.7389;-1.4219;-2.3959;-1.6269;0.1820;-0.0370;-0.7189;-3.1249;0.1820;-0.4740;0.8690;2.0350;4.6210;1.9550;0.0748;2.9334;1.8669;4.4781;1.9911;5.7301;3.4001;3.9651;3.5661;1.5741;-1.0199;4.0881;-0.8699;-2.7299;-1.0069;-2.3109;0.0000;-1.4459;-1.3749;-0.9219;-2.3599;-0.5339;0.4840;0.3420;-0.3769;-3.1119;1.4740;1.3150;0.5810;1.4490;1.7060;-2.3634;-1.9230;-0.4130;3.6765;1.0948;8.4301;3.7141;5.0391;5.7261;3.3441;2.7171;-1.3229;-1.3489;-0.2729;-1.4959;
06.02.2024 09:20;-1.6633;-1.8753;-1.3883;-1.1193;-2.2743;-1.2213;0.4630;0.0520;-0.2173;-2.7123;0.5270;-0.1650;1.3620;2.6220;5.1780;2.3340;0.4555;3.3122;2.2453;4.8627;2.7797;5.9607;4.4307;4.6897;3.8667;2.1787;-0.7253;4.6817;-0.7213;-1.8513;-0.2243;-1.9003;0.0000;-1.0163;-1.0103;-0.6923;-2.0373;-0.0303;0.9830;0.0210;-0.0573;-2.7623;1.8520;1.7220;0.7460;1.8920;2.1670;-2.3090;-1.5660;0.0050;4.0558;1.4944;8.7437;3.8487;5.7717;6.0997;3.5037;2.9817;-0.8053;-0.7843;0.5587;-1.0633;
06.02.2024 09:15;-1.0885;-1.0735;-0.8925;-0.6235;-1.5105;-0.7035;0.6440;0.3670;0.1845;-2.3315;0.7910;0.1540;1.3030;2.7850;5.3150;2.5180;0.6511;3.4969;2.4288;5.0345;2.4085;5.8485;4.1455;4.2775;3.5255;2.0405;-0.5405;4.6715;-0.1125;-0.6685;0.1455;-1.2985;0.0000;-0.3915;-0.4125;-0.1185;-1.6285;0.5825;1.0640;0.9440;0.5365;-2.4435;2.1060;1.8360;1.7060;2.1750;2.4960;-2.2861;-1.5030;0.1930;4.2394;1.6320;8.8005;3.8965;5.3105;6.1525;3.2515;2.8005;-0.3255;-0.3535;1.1435;-0.3655;
06.02.2024 09:10;-1.6806;-1.7146;-1.4626;-1.1046;-2.0106;-1.1776;0.2300;-0.1210;-0.2096;-2.8916;0.2320;-0.4230;0.4770;2.0920;4.7140;1.9370;0.0455;2.9146;1.8472;4.4484;2.0894;5.3654;3.8694;4.3094;3.0174;1.9474;-1.0246;4.1354;-0.9506;-2.6486;-0.4906;-1.8186;0.0000;-1.0436;-1.0266;-0.6516;-2.0406;-0.1266;0.6840;0.0950;-0.0276;-2.8336;1.5680;1.5700;0.5400;1.5550;1.6890;-2.3558;-2.1180;-0.4670;3.6576;1.0336;8.0654;3.4244;5.4474;5.3554;3.4304;2.3644;-1.0346;-1.7286;-0.1116;-1.0606;
06.02.2024 09:05;-2.0230;-1.9550;-1.7290;-1.5160;-2.4610;-1.5750;0.2630;0.3610;-0.8540;-3.3020;0.0730;-0.5230;0.4710;2.3010;4.5910;1.8790;-0.0019;2.8564;1.7903;4.4020;1.8790;5.1310;3.0980;3.8620;3.2330;1.2100;-0.5440;3.7180;-1.7980;-1.6670;-0.6320;-2.2550;0.0000;-1.4300;-1.4190;-1.0610;-2.4330;-0.4900;0.7980;-0.2500;-0.4390;-3.3900;1.6030;1.3750;0.8470;1.5240;1.7090;-2.3632;-2.2560;-0.5750;3.6001;1.0046;7.7080;2.8990;4.3130;5.0380;2.9120;1.8440;-1.2160;-1.9660;-0.3000;-1.5310;
06.02.2024 09:00;-1.2643;-1.2693;-0.9523;-0.7563;-1.6323;-0.7163;0.1480;0.6450;0.0937;-2.4643;0.2460;-0.4710;1.0730;1.8820;4.6610;2.2620;0.3834;3.2391;2.1731;4.7667;2.8047;6.2347;3.7247;4.6507;4.0647;2.3257;-0.6173;4.3597;-0.1983;-1.2053;-0.0043;-1.5993;0.0000;-0.6143;-0.7933;-0.2733;-1.5653;0.4167;0.6660;0.1130;0.4257;-2.5203;1.6690;1.6470;0.3030;1.5640;1.7520;-2.3604;-1.8090;-0.1860;3.9826;1.3412;8.8257;3.8937;6.2167;6.2717;3.9127;3.5817;-0.6303;-0.7553;0.4207;-0.6793;
06.02.2024 08:55;-1.4120;-1.4430;-1.1980;-0.8660;-1.8960;-0.8640;0.7440;0.3420;-0.0080;-2.5590;0.6910;-0.0350;1.5350;2.5050;5.2270;1.9110;0.0191;2.8876;1.8218;4.4270;2.1540;5.4880;3.2090;3.9970;3.4880;1.7340;-0.7640;4.1150;-0.6560;-1.7330;-0.1300;-1.6640;0.0000;-0.8140;-0.8280;-0.5530;-1.8570;0.1930;1.0460;0.6190;0.1660;-2.6930;2.0250;1.8590;0.6720;2.0950;2.3130;-2.3096;-2.1520;-0.5150;3.6313;1.0164;8.2200;2.9100;5.4210;5.8180;2.9230;2.0550;-0.7520;-1.2760;0.6020;-0.9200;
06.02.2024 08:50;-2.3338;-2.2858;-1.9988;-1.7648;-2.7668;-1.8868;0.0810;-0.5020;-1.0068;-3.5158;0.0940;-0.5860;1.0000;2.0590;4.5870;1.6250;-0.2720;2.6003;1.5357;4.1402;1.5162;5.2402;2.5682;3.2742;2.8942;0.9682;-1.1598;3.7952;-1.3138;-3.0768;-0.8198;-2.6078;0.0000;-1.6658;-1.7228;-1.2988;-2.7618;-0.6998;0.2740;-0.1990;-0.7488;-3.5318;1.5570;1.7060;0.7490;1.5550;1.7330;-2.3609;-2.4300;-0.8060;3.3452;0.7350;7.7002;2.7692;4.6652;5.1132;2.7182;2.2372;-1.6898;-1.8198;-0.1898;-1.7098;
